batter,yearID,age_bat,batted_ball_count,avg_launch_speed,avg_launch_angle,hard_hit_rate,avg_estimated_woba,avg_estimated_slg
429711,2017,102.0,19,84.65789473684211,9.105263157894736,0.42105263157894735,0.40709940000000006,1.013818181818182
429713,2015,165.0,59,87.76271186440678,16.271186440677965,0.3220338983050847,0.3249288,0.5087115384615385
429717,2015,140.0,14,75.29285714285713,-8.357142857142858,0.14285714285714285,0.2572030714285714,0.3489
429719,2016,66.0,10,76.52000000000001,34.9,0.1,0.2643706666666667,0.248
429719,2017,68.0,6,73.96666666666667,13.166666666666666,0.16666666666666666,0.219,0.4945
429719,2019,36.0,2,66.75,5.5,0.0,0.0,
429722,2017,35.0,3,79.89999999999999,3.6666666666666665,0.0,0.11099999999999999,0.20950000000000002
429780,2015,34.0,0,,,,0.0,
430001,2015,99.0,13,85.70769230769231,11.846153846153847,0.38461538461538464,0.18394361904761905,0.25933333333333336
430001,2016,204.0,41,87.46341463414635,16.585365853658537,0.36585365853658536,0.42911555813953484,0.8641785714285716
430001,2017,105.0,19,80.85263157894737,19.63157894736842,0.21052631578947367,0.21655928,0.47963636363636364
430203,2015,216.0,61,87.99344262295082,12.360655737704919,0.29508196721311475,0.29159851515151514,0.41844000000000003
430321,2015,90.0,45,86.87555555555556,10.444444444444445,0.35555555555555557,0.2704498679245283,0.5152162162162162
430404,2015,210.0,29,90.12413793103448,9.0,0.4482758620689655,0.24247757142857143,0.37196296296296294
430580,2016,105.0,5,74.76,5.6,0.0,0.13726866666666668,0.087
430599,2015,35.0,1,74.5,-11.0,0.0,0.054,0.06
430599,2017,37.0,0,,,,0.692994,
430603,2016,36.0,11,83.07272727272726,8.272727272727273,0.18181818181818182,0.2997142857142857,0.3924285714285714
430605,2015,204.0,39,91.55897435897437,7.333333333333333,0.46153846153846156,0.41146952272727266,0.7680322580645161
430605,2016,210.0,52,86.86730769230768,14.346153846153847,0.38461538461538464,0.2405775849056604,0.5412121212121211
430605,2017,72.0,16,79.67500000000001,10.1875,0.1875,0.30099909999999996,0.48129999999999995
430611,2015,99.0,9,86.77777777777777,-2.7777777777777777,0.2222222222222222,0.19625,0.3772857142857143
430637,2015,198.0,67,86.94179104477612,14.73134328358209,0.373134328358209,0.38362098734177213,0.6649499999999999
430637,2016,204.0,69,82.77391304347826,13.710144927536232,0.2463768115942029,0.26116459420289856,0.40214
430652,2015,99.0,35,81.51714285714287,12.657142857142857,0.14285714285714285,0.2755473076923077,0.2931379310344827
430661,2015,33.0,0,,,,0.0,
430661,2016,34.0,0,,,,0.0,
430661,2017,105.0,0,,,,0.0,
430681,2015,36.0,11,76.19090909090909,11.090909090909092,0.18181818181818182,0.2574843,0.36571428571428566
430832,2015,210.0,115,88.4304347826087,10.71304347826087,0.41739130434782606,0.37810919310344826,0.6988295454545455
430832,2016,180.0,129,87.72868217054264,25.294573643410853,0.3643410852713178,0.37220709027777776,0.5859886363636364
430832,2017,222.0,145,81.13379310344828,17.082758620689656,0.20689655172413793,0.24455813548387098,0.3927159090909091
430832,2018,228.0,83,86.72771084337349,26.120481927710845,0.3493975903614458,0.3824352150537635,0.7235
430897,2015,140.0,63,87.93174603174604,7.031746031746032,0.31746031746031744,0.24586917333333333,0.339
430910,2015,165.0,71,84.94929577464788,8.661971830985916,0.1267605633802817,0.26640364788732396,0.3147619047619048
430910,2016,68.0,7,84.12857142857145,1.2857142857142858,0.0,0.27016666666666667,0.40759999999999996
430912,2015,62.0,2,89.55,1.5,0.0,0.05725,0.285
430912,2016,96.0,2,56.7,12.5,0.0,0.0,
430912,2017,99.0,1,73.0,9.0,0.0,0.0,
